ppd_id,filename,size_bytes
108,TX_TRS_InvPolStmt_2016_108.pdf.pdf,719789
108,TX_TRS_InvPolStmt_2018_108.pdf.pdf,741977
108,TX_TRS_InvPolStmt_2021_108.pdf.pdf,580195
125,WI_WI-ETF_CAFR_2001_125.pdf.pdf,8307697
125,WI_WI-ETF_CAFR_2002_125.pdf.pdf,1033256
125,WI_WI-ETF_CAFR_2003_125.pdf.pdf,2086885
125,WI_WI-ETF_CAFR_2004_125.pdf.pdf,7467845
125,WI_WI-ETF_CAFR_2005_125.pdf.pdf,6188137
125,WI_WI-ETF_CAFR_2006_125.pdf.pdf,6992213
125,WI_WI-ETF_CAFR_2007_125.pdf.pdf,17612061
125,WI_WI-ETF_CAFR_2008_125.pdf.pdf,7225711
125,WI_WI-ETF_CAFR_2009_125.pdf.pdf,7648410
125,WI_WI-ETF_CAFR_2010_125.pdf.pdf,5738510
125,WI_WI-ETF_CAFR_2011-125.pdf.pdf,5299277
125,WI_WI-ETF_CAFR_2012_125.pdf.pdf,8245376
125,WI_WI-ETF_CAFR_2013_125.pdf.pdf,17525346
125,WI_WI-ETF_CAFR_2014_125.pdf.pdf,10451942
125,WI_WI-ETF_CAFR_2015_125.pdf.pdf,4237152
125,WI_WI-ETF_CAFR_2016_125.pdf.pdf,3273134
125,WI_WI-ETF_CAFR_2017_125.pdf.pdf,2824125
125,WI_WI-ETF_CAFR_2018_125.pdf.pdf,13120784
125,WI_WI-ETF_CAFR_2019_125.pdf.pdf,13692688
125,WI_WI-ETF_CAFR_2020_125.pdf.pdf,21214790
125,WI_WI-ETF_CAFR_2021_125.pdf.pdf,6999023
125,WI_WI-ETF_AV_2001_125.pdf.pdf,1292076
125,WI_WI-ETF_AV_2002_125.pdf.pdf,387685
125,WI_WI-ETF_AV_2003_125.pdf.pdf,330427
125,WI_WI-ETF_AV_2004_125.pdf.pdf,309404
125,WI_WI-ETF_AV_2005_125.pdf.pdf,559401
125,WI_WI-ETF_AV_2006_125.pdf.pdf,467556
125,WI_WI-ETF_AV_2007_125.pdf.pdf,477904
125,WI_WI-ETF_AV_2008_125.pdf.pdf,728887
125,WI_WI-ETF_AV_2009_125.pdf.pdf,721067
125,WI_WI-ETF_AV_2010_125.pdf.pdf,721362
125,WI_WI-ETF_AV_2011_125.pdf.pdf,1026467
125,WI_WI-ETF_AV_2012_125.pdf.pdf,741672
125,WI_WI-ETF_AV_2013_125.pdf.pdf,846425
125,WI_WI-ETF_AV_2014_125.pdf.pdf,809977
125,WI_WI-ETF_AV_2015_125.pdf.pdf,860717
125,WI_WI-ETF_AV_2016_125.pdf.pdf,814078
125,WI_WI-ETF_AV_2017_125.pdf.pdf,935366
125,WI_WI-ETF_AV_2018_125.pdf.pdf,1261842
125,WI_WI-ETF_AV_2019_125.pdf.pdf,926850
125,WI_WI-ETF_AV_2020_125.pdf.pdf,2112720
125,WI_WI-ETF_AV_2021_125.pdf.pdf,1269741
125,WI_WI-ETF_AV_2022_125.pdf.pdf,1186290
125,Wisconsin_InvPolStmt_2017_125.pdf.pdf,437620
125,Wisconsin_InvPolStmt_2018_125.pdf.pdf,926412
26,FL_FL-FRS_AV_2001_26.pdf.pdf,1936316
26,FL_FL-FRS_AV_2002_26.PDF.pdf,560253
26,FL_FL-FRS_AV_2003_26.pdf.pdf,788490
26,FL_FL-FRS_AV_2004_26.pdf.pdf,1394823
26,FL_FL-FRS_AV_2005_26.pdf.pdf,2201487
